iter	Logloss
418	0.3257601356
419	0.3253872273
420	0.3247333249
421	0.3245108537
422	0.3243225466
423	0.3241505108
424	0.3238149231
425	0.3234528152
426	0.3232054797
427	0.3229847216
428	0.3223616765
429	0.3220356327
430	0.3217203576
431	0.3214710716
432	0.3212405399
433	0.3208839623
434	0.3205619752
435	0.3200953812
436	0.3196501505
437	0.3194693995
438	0.3188042333
439	0.3185077017
440	0.3183530954
441	0.3181423616
442	0.3179237839
443	0.3178280729
444	0.317245985
445	0.3170032582
446	0.3164285203
447	0.3159366784
448	0.31542591
449	0.3151815687
450	0.3149249964
451	0.3147105014
452	0.3145040188
453	0.3142172972
454	0.314132332
455	0.3136876078
456	0.3135179834
457	0.3131852118
458	0.3130119613
459	0.3124299074
460	0.3120372088
461	0.3117718758
462	0.3115847111
463	0.3113499924
464	0.3109247763
465	0.3105812907
466	0.3102694488
467	0.3097998955
468	0.3095055909
469	0.3092970313
470	0.3092208212
471	0.3088101551
472	0.3084377978
473	0.3079519742
474	0.3073337207
475	0.3072650123
476	0.3068334063
477	0.3067261954
478	0.3064172706
479	0.306271422
480	0.3058407983
481	0.3056127445
482	0.3053803274
483	0.3050159385
484	0.3047679714
485	0.3042699164
486	0.3039408969
487	0.3036369106
488	0.3031693677
489	0.3028786254
490	0.302406589
491	0.3019872056
492	0.3019255483
493	0.3018309621
494	0.3015311345
495	0.3012605927
496	0.3006796235
497	0.3003387474
498	0.2999187347
499	0.2996057168
500	0.2992556673
501	0.2989125604
502	0.2986177532
503	0.298277515
504	0.2979278213
505	0.2975571443
506	0.2972017949
507	0.2967724737
508	0.2966696812
509	0.2965131827
510	0.2963622344
511	0.2960912748
512	0.2958328412
513	0.2953486617
514	0.2950762822
515	0.2947273738
516	0.2942375328
517	0.2940290554
518	0.2939384591
519	0.2934659181
520	0.2932962718
521	0.2929055234
522	0.2926398186
523	0.2924355985
524	0.292380272
525	0.2922993952
526	0.2920361868
527	0.2918921737
528	0.2916005083
529	0.2915037478
530	0.2911146387
531	0.290737446
532	0.2903706384
533	0.2901455653
534	0.2898240015
535	0.2895777167
536	0.289371274
537	0.2889238109
538	0.288695517
539	0.288289305
540	0.2881616105
541	0.288024838
542	0.2877301825
543	0.287631836
544	0.2873967166
545	0.287263956
546	0.2871450856
547	0.2869122518
548	0.2865418093
549	0.2862165691
550	0.285922225
551	0.2855374994
552	0.2847795921
553	0.2845593508
554	0.2844751996
555	0.2841385252
556	0.2836359828
557	0.283166372
558	0.2827388783
559	0.2821736272
560	0.2818709593
561	0.2812957837
562	0.2810998018
563	0.2810562407
564	0.2807899679
565	0.2804746527
566	0.2802727851
567	0.2800471077
568	0.279969368
569	0.2798680307
570	0.2796869541
571	0.2794588457
572	0.2789003795
573	0.2786762503
574	0.27832634
575	0.2779238518
576	0.2776735535
577	0.2772882
578	0.2768869581
579	0.2764893066
580	0.2763463732
581	0.276048668
582	0.275915529
583	0.2756483981
584	0.2753194078
585	0.2750202064
586	0.2746024213
587	0.274505078
588	0.2742879985
589	0.2740722809
590	0.2737078223
591	0.273471316
592	0.2733997379
593	0.2732061048
594	0.2730579634
595	0.2727708158
596	0.272731375
597	0.2724881696
598	0.2721523323
599	0.2720499956
600	0.2717521519
601	0.2713815311
602	0.271200736
603	0.2708444651
604	0.2706910006
605	0.2704018636
606	0.2702019761
607	0.2699537111
608	0.2698206002
609	0.2694236061
610	0.2690831015
611	0.2687929972
612	0.2684748522
613	0.2682885091
614	0.2679418699
615	0.2677835561
616	0.2676081809
617	0.2675705203
618	0.2672754317
619	0.2667368898
620	0.2665656673
621	0.26626514
622	0.2660785991
623	0.2657988777
624	0.2653570403
625	0.2650979222
626	0.2647318606
627	0.2644589113
628	0.2643256927
629	0.2642036026
630	0.2639764128
631	0.2638226369
632	0.2636184199
633	0.2635313141
634	0.2634012279
635	0.2630181289
636	0.2627585117
637	0.2626548097
638	0.2624426574
639	0.2621947913
640	0.2620920283
641	0.2618508975
642	0.2617182732
643	0.2616029566
644	0.2615092419
645	0.2613446245
646	0.2610642509
647	0.260791307
648	0.2605274672
649	0.2604163641
650	0.2601852323
651	0.2600595729
652	0.2599862788
653	0.2595304589
654	0.2594181071
655	0.259117897
656	0.2590536198
657	0.2588268206
658	0.2587009324
659	0.2584550992
660	0.2583817596
661	0.2580964638
662	0.2579808779
663	0.2577070505
664	0.2576389265
665	0.257342251
666	0.2572747502
667	0.2570403596
668	0.2569139943
669	0.2568840609
670	0.2567153002
671	0.2564190742
672	0.2561404231
673	0.256022509
674	0.2558629666
675	0.255704763
676	0.2553903603
677	0.2551233881
678	0.2548021369
679	0.2543968117
680	0.2541105646
681	0.2538896299
682	0.2538118577
683	0.2535309414
684	0.2533684533
685	0.2531233672
686	0.2530191127
687	0.2526290965
688	0.2523050067
689	0.2519188888
690	0.2517174552
691	0.2515036865
692	0.2512228579
693	0.2510050699
694	0.2508237825
695	0.2505906913
696	0.2503724997
697	0.2501937858
698	0.2500421491
699	0.249824944
700	0.2494999675
701	0.2492368852
702	0.2489557013
703	0.2487811113
704	0.2485726701
705	0.248337567
706	0.2481930714
707	0.2478350444
708	0.2475879007
709	0.2470432029
710	0.2467906564
711	0.2464422788
712	0.2462150949
713	0.2457255547
714	0.2455926106
715	0.2454345254
716	0.245165611
717	0.2449941373
718	0.2447418272
719	0.2443976153
720	0.2441107682
721	0.2439215447
722	0.2437525936
723	0.2435757645
724	0.2434392536
725	0.2431965859
726	0.2429108971
727	0.2427828109
728	0.2426358388
729	0.2422471009
730	0.242134059
731	0.2420186113
732	0.2418669633
733	0.2415024248
734	0.2414145622
735	0.2411632824
736	0.2408857977
737	0.2406064664
738	0.2403612361
739	0.2401691234
740	0.2398197758
741	0.2396874554
742	0.2394137205
743	0.2391738582
744	0.2390473577
745	0.2388402514
746	0.2387227681
747	0.2385407065
748	0.2381946385
749	0.2380321897
750	0.2378554722
751	0.2375875527
752	0.237415416
753	0.2371844479
754	0.2370721909
755	0.2368658869
756	0.2367929148
757	0.2365594479
758	0.2364261105
759	0.2360987683
760	0.2358562619
761	0.2357537012
762	0.2355481955
763	0.2353822252
764	0.2351421038
765	0.2349311691
766	0.2347801848
767	0.234620406
768	0.2345200882
769	0.2344100941
770	0.2342332027
771	0.2340716274
772	0.2336274037
773	0.2334345885
774	0.2330744951
775	0.2329297048
776	0.2326865301
777	0.232472003
778	0.2323465659
779	0.232288223
780	0.2321943687
781	0.2321320186
782	0.2319320731
783	0.2318620511
784	0.2317367369
785	0.2316137364
786	0.2315647201
787	0.2314450464
788	0.2311603067
789	0.2309309179
790	0.2306857628
791	0.2305482284
792	0.2304666435
793	0.230354495
794	0.2301215958
795	0.2299225658
796	0.2297970847
797	0.2297172122
798	0.2295847988
799	0.2294766522
800	0.2292455005
801	0.2290668601
802	0.2289926154
803	0.2288165651
804	0.22873581
805	0.2285276873
806	0.2283392544
807	0.2281222536
808	0.2279747266
809	0.2278812705
810	0.2276952014
811	0.2275196273
812	0.227424095
813	0.2273743631
814	0.2272846143
815	0.2271528114
816	0.2270324611
817	0.2268042306
818	0.226650191
819	0.2265469277
820	0.2262709449
821	0.2260513516
822	0.2258998955
823	0.2258544271
824	0.2256496738
825	0.2254330496
826	0.2253240912
827	0.2251368671
828	0.2250887754
829	0.225028959
830	0.2249672316
831	0.2249254323
832	0.224872706
833	0.2246798526
834	0.2245599181
835	0.2242290248
836	0.223933555
837	0.2239039852
838	0.2235860856
839	0.2233980189
840	0.2232301504
841	0.2231411726
842	0.2229177763
843	0.2225374133
844	0.2224017439
845	0.2221385064
846	0.2218025705
847	0.2216009564
848	0.2213966795
849	0.2212498618
850	0.2210826759
851	0.2209774958
852	0.2207704672
853	0.220638236
854	0.2205400046
855	0.2203424845
856	0.2202163836
857	0.2201173506
858	0.2199750891
859	0.219789834
860	0.2196859052
861	0.2195840294
862	0.2193941315
863	0.2193093896
864	0.2192166247
865	0.2190950174
866	0.2190076466
867	0.2188849572
868	0.2185727
869	0.2183924952
870	0.2182485852
871	0.2180258165
872	0.2179521413
873	0.2177881871
874	0.2177152233
875	0.2175634267
876	0.2174559156
877	0.2173664297
878	0.2171905395
879	0.2169833757
880	0.2168936829
881	0.2167550594
882	0.2166912655
883	0.2164239357
884	0.2160471766
885	0.2158259866
886	0.215720867
887	0.2156472651
888	0.2154535744
889	0.2152854097
890	0.2152078871
891	0.2150035778
892	0.2148517608
893	0.2147745151
894	0.2145822104
895	0.2144925846
896	0.2143396019
897	0.214127152
898	0.2139363987
899	0.2138519373
900	0.2136831236
901	0.2135053755
902	0.2133953629
903	0.2131936978
904	0.2131138837
905	0.2128674749
906	0.2127548942
907	0.2126132152
908	0.2124659337
909	0.2123460444
910	0.212120329
911	0.2119608126
912	0.211893133
913	0.2117442714
914	0.2116779492
915	0.211469089
916	0.211322738
917	0.2112458693
918	0.2111467218
919	0.2110110868
920	0.2108845278
921	0.2107896198
922	0.2106041186
923	0.2103719759
924	0.2102870158
925	0.2101711624
926	0.2100383514
927	0.2098434391
928	0.2097564785
929	0.2095235697
930	0.2093265206
931	0.2090847946
932	0.2089579033
933	0.2087445782
934	0.2086265774
935	0.2085070745
936	0.2083903197
937	0.2082341155
938	0.2081153466
939	0.2080896422
940	0.2080280965
941	0.2078965941
942	0.2077263853
943	0.2075498636
944	0.2074721494
945	0.2074187006
946	0.2071833889
947	0.2069510639
948	0.2067976186
949	0.2066292217
950	0.206428911
951	0.2063317704
952	0.2061619627
953	0.2058781977
954	0.2056717139
955	0.2055850105
956	0.2052175062
957	0.2050803957
958	0.204929621
959	0.2048489678
960	0.2047955681
961	0.2046077105
962	0.2044928011
963	0.2044270036
964	0.2043700726
965	0.2042628798
966	0.2041046046
967	0.2040041412
968	0.2039537959
969	0.2039106526
970	0.2037029912
971	0.2035766596
972	0.2035385207
973	0.2033034066
974	0.2031952461
975	0.203142872
976	0.2030042804
977	0.2028547223
978	0.2026848052
979	0.2026044605
980	0.2023669388
981	0.2022729766
982	0.202123838
983	0.2018966037
984	0.2016891352
985	0.201541909
986	0.2011654442
987	0.2010499076
988	0.2008131769
989	0.2007163168
990	0.2006052859
991	0.2002986501
992	0.2002061139
993	0.2000357758
994	0.1997666197
995	0.1996846841
996	0.1995970136
997	0.1995340216
998	0.1993116919
999	0.1992550575
